Time,California,Texas,New York,Florida,Illinois,Pennsylvania,Ohio,Michigan,Georgia,North Carolina,New Jersey,Virginia,Washington,Massachusetts,Indiana,Arizona,Tennessee,Missouri,Maryland,Wisconsin,Minnesota,Colorado,Alabama,South Carolina,Louisiana,Kentucky,Oregon,Oklahoma,Connecticut,Iowa,Mississippi,Arkansas,Kansas,Utah,Nevada,New Mexico,West Virginia,Nebraska,Idaho,Hawaii,Maine,New Hampshire,Rhode Island,Montana,Delaware,South Dakota,Alaska,North Dakota,District of Columbia,Wyoming,Puerto Rico
2019-01,2750,1500,3127.5,1800,1550,1300,1025,1100,1375,1325,1950,1650,1975,2550,1000,1450,1295,982.5,1700,1195,1595,1900,1000,1325,1200,1050,1700,1000,1725,1050,1150,1050,1095,1495,1500,1200,950,1200,1350,2300,1690,1700,2000,1250,1370,1100,1600,1300,2600,1100,1400
2019-02,2750,1500,3200,1800,1550,1330,1065,1100,1395,1350,1980,1650,1950,2600,1025,1470,1300,995,1700,1200,1600,1925,1000,1350,1200,1099,1700,1000,1750,1050,1179,1095,1095,1495,1500,1200,990,1200,1350,2300,1700,1700,2000,1295,1395,1100,1600,1297.5,2605,1095,1400
2019-03,2750,1550,3200,1850,1600,1395,1100,1150,1400,1350,1995,1695,1995,2695,1085,1500,1300,1000,1700,1200,1599,1950,1050,1350,1250,1125,1700,1025,1800,1075,1200,1100,1099,1500,1525,1207.5,990,1295,1350,2300,1750,1700,2100,1295,1350,1100,1650,1300,2600,1100,1400
2019-04,2800,1575,3495,1850,1600,1400,1100,1200,1435,1400,2000,1700,2000,2700,1100,1500,1350,1000,1700,1250,1600,1975,1095,1375,1295,1150,1750,1095,1800,1100,1200,1100,1100,1500,1550,1250,1000,1300,1350,2350,1750,1750,2100,1300,1390,1100,1695,1350,2650,1100,1500
2019-05,2800,1595,3299,1850,1600,1400,1100,1200,1455,1400,2100,1770,2100,2700,1100,1545,1395,1000,1750,1250,1600,1995,1095,1400,1275,1195,1795,1095,1850,1100,1195,1100,1100,1525,1550,1250,1050,1295,1395,2400,1800,1800,2100,1300,1412.5,1135,1682.5,1300,2700,1125,1600
2019-06,2800,1595,3295,1845,1642.5,1400,1100,1200,1480,1400,2100,1800,2100,2700,1100,1550,1395,1050,1775,1215,1600,1995,1095,1400,1250,1175,1800,1050,1850,1100,1160,1100,1100,1500,1562,1250,1000,1295,1400,2400,1800,1800,2100,1350,1450,1150,1650,1295,2750,1185,1800
2019-07,2800,1600,3200,1800,1647,1400,1100,1200,1475,1400,2000,1795,2145,2695,1100,1550,1400,1050,1775,1200,1600,1975,1065,1400,1250,1150,1850,1095,1850,1100,1150,1100,1092.5,1550,1580,1250,1000,1295,1400,2400,1800,1825,2000,1350,1445,1150,1675,1250,2730,1150,1625
2019-08,2850,1595,3395,1800,1650,1400,1100,1200,1450,1400,2000,1750,2100,2595,1145,1550,1395,1050,1750,1200,1600,1995,1050,1395,1200,1125,1850,1050,1800,1100,1150,1100,1050,1591,1565,1250,1000,1250,1450,2375,1800,1800,2000,1400,1425,1150,1695,1300,2700,1250,1650
2019-09,2800,1590,3250,1800,1625,1375,1100,1200,1450,1399,2000,1745,2000,2500,1110,1545,1375,1050,1750,1200,1600,2000,1045,1350,1200,1150,1895,1050,1800,1095,1122.5,1050,1000,1575,1550,1250,975,1200,1425,2400,1700,1795,2000,1350,1450,1125,1650,1300,2700,1200,1650
2019-10,2800,1550,2950,1800,1600,1350,1100,1200,1445,1395,2000,1700,1995,2500,1100,1495,1350,1045,1700,1200,1600,2000,1050,1342.5,1200,1145,1850,1000,1800,1100,1167.5,1050,1000,1525,1550,1250,990,1200,1400,2350,1700,1750,2000,1350,1450,1137.5,1650,1295,2700,1150,1800
2019-11,2800,1550,3000,1795,1595,1355,1095,1200,1445,1395,1975,1695,1995,2500,1095,1499,1350,1025,1712.5,1200,1600,1995,1050,1350,1200,1145,1850,1000,1800,1100,1175,1075,1047.5,1525,1550,1250,1000,1200,1399,2350,1750,1700,2000,1300,1400,1150,1650,1295,2700,1195,1650
2019-12,2800,1550,3200,1790,1590,1350,1095,1150,1445,1395,1975,1660,1995,2500,1050,1495,1375,1042.5,1700,1200,1600,2000,1050,1350,1200,1100,1800,1000,1800,1075,1150,1050,1025,1500,1540,1250,975,1195,1400,2300,1750,1700,2000,1295,1400,1175,1600,1250,2730,1150,1700
